ST;stimulus;spike;time;ISI;amplitude;half-width;rise;baseline;decay50;decay70;decay90;area;decayrate;decaytime
10;15;56;2894,268;34;0,761;3,456;1,810;-0,003;2,338;3,259;4,980;6,214;0,000;0,000
10;15;57;2921,268;27;0,585;4,093;2,620;-0,007;1,928;2,924;4,990;2,985;0,000;0,000
10;15;58;2948,268;27;0,638;3,703;2,350;-0,007;2,170;3,352;5,956;6,072;0,374;2,672
10;15;59;2975,269;27,001;0,712;3,420;2,430;0,007;2,066;2,960;4,593;2,775;0,415;2,407
10;15;60;3009,269;34;0,608;3,649;1,820;0,007;2,037;3,028;5,080;2,664;0,396;2,522
10;15;61;3030,269;21;0,670;3,568;1,930;0,007;1,849;2,860;4,642;5,489;0,431;2,323
10;15;62;3065,269;35;0,647;3,396;1,460;0,016;1,784;2,721;4,677;2,552;0,429;2,330
10;15;63;3083,27;18,001;0,596;4,029;2,730;0,016;2,501;3,490;5,293;2,696;0,348;2,871
10;15;64;3118,27;35;0,753;3,430;1,720;0,016;2,142;3,238;4,993;2,907;0,381;2,627
10;15;65;3146,27;28;0,778;3,757;1,860;-0,008;2,582;3,682;5,943;3,637;0,000;0,000
10;15;66;3179,271;33,001;0,663;3,546;2,050;0,015;1,993;3,044;4,759;2,810;0,388;2,580
10;15;67;3204,271;25;0,660;3,483;2,350;0,015;2,640;3,529;5,303;2,907;0,337;2,964
10;15;68;3237,272;33,001;0,602;3,856;2,910;-0,004;2,819;3,826;5,828;3,076;0,000;0,000
10;15;69;3276,272;39;0,696;3,822;2,410;-0,013;2,955;3,981;6,880;3,782;0,000;0,000
10;15;70;3321,272;45;0,742;3,508;2,000;-0,006;2,284;3,421;5,854;3,231;0,000;0,000
10;15;71;3349,272;28;0,646;3,921;2,110;-0,006;2,402;3,496;5,559;3,112;0,000;0,000
10;15;72;3390,272;41;0,700;3,946;2,570;-0,011;2,466;3,462;5,303;6,705;0,000;0,000
10;15;73;3425,272;35;0,639;3,787;3,410;-0,011;1,822;2,938;5,375;3,432;0,000;0,000
10;15;74;3467,273;42,001;0,696;3,842;1,980;-0,011;2,119;3,188;5,177;3,321;0,000;0,000
10;15;75;3501,273;34;0,702;3,833;1,960;-0,011;2,414;3,694;6,308;6,982;0,000;0,000
10;15;78;3609,274;48;0,613;4,352;2,99;-0,004;2,658;3,752;6,356;3,317;0;0
10;15;79;3641,274;32;0,69;3,958;2,93;-0,004;2,321;3,398;5,333;3,437;0;0
10;15;80;3685,274;44;0,589;4,197;3,4;-0,012;2,931;4,206;7,281;3,524;0;0
10;15;81;3743,275;58,001;0,699;4,184;2,46;0,003;2,66;3,876;6,25;11,208;0,472;2,118
10;15;85;3855,275;57,999;0,59;4,266;1,97;0,003;3,232;4,399;7,313;3,256;0,277;3,605
10;15;86;3891,276;36,001;0,612;4,23;2,65;0,003;3,105;4,286;6,755;6,479;0,292;3,421
10;15;87;3948,277;57,001;0,664;4,114;2,29;-0,007;3,186;4,379;6,956;3,75;0;0
10;15;88;3983,277;35;0,621;4,01;1,82;-0,003;2,723;3,88;6,704;3,161;0;0
10;15;89;4022,277;39;0,622;3,999;2,43;-0,003;3,018;4,36;7,061;6,733;0,286;3,492
10;15;90;4071,277;49;0,687;4,203;4,46;-0,003;2,827;4,134;6,48;3,934;0,311;3,214
10;15;91;4113,278;42,001;0,709;3,847;2,43;-0,005;2,812;3,956;6,234;14,568;0;0
10;15;92;4170,279;57,001;0,705;3,945;2,66;-0,01;2,542;3,877;6,545;3,764;0,337;2,967
10;15;97;4378,28;64,001;0,483;3,645;1,38;0,117;2,294;3,025;4,21;1,777;0,285;3,507
10;15;98;4444,281;66,001;0,571;4,152;3,25;0,005;2,785;4,362;10,024;3,407;0,27;3,708
10;15;99;4498,281;54;0,589;4,607;1,94;0,003;3,651;5,214;11,01;3,772;0,229;4,359
10;15;100;4566,282;68,001;0,501;5,995;4,9;0,003;3,591;5,313;11,553;4,768;0,237;4,218
10;15;101;4624,282;58;0,588;4,235;3,73;0;2,762;4,082;8,518;3,886;0,293;3,408
10;15;102;4701,282;77;0,605;4,512;3,23;0,001;3,537;5,011;12,099;4,32;0,243;4,123
10;15;103;4762,283;61,001;0,677;4,456;2,12;0,005;3,523;5,018;8,385;3,945;0,247;4,044
10;15;104;4849,284;87,001;0,55;4,685;3,28;0,005;2,981;4,893;11,26;3,887;0,244;4,091
10;15;105;4912,285;63,001;0,589;4,375;3,1;0,005;2,841;4,45;8,416;7,958;0,28;3,567
10;15;106;4974,285;62;0,575;4,656;3,71;0,003;3,234;4,716;10,554;4,197;0,255;3,923
10;15;107;5061,286;87,001;0,597;5,027;2,25;0;2,733;4,38;9,288;4,386;0,275;3,637
10;15;108;5146,287;85,001;0,652;4,416;3,12;0,008;2,851;4,753;8,559;12,625;0,349;2,863
10;15;111;5376,288;117,001;0,497;5,675;4,11;0,001;3,554;5,48;11,817;13,41;0,292;3,428
10;15;114;5607,29;126,001;0,51;4,09;1,38;0,108;2,782;4,059;5,797;2,197;0,227;4,407
10;15;115;5699,29;92;0,565;5,052;2,54;0,007;3,253;4,827;8,791;4,499;0,262;3,821
10;15;116;5790,291;91,001;0,455;5,825;3,85;0,004;3,942;6,526;13,559;3,925;0,186;5,365
10;15;117;5927,292;137,001;0,49;6,569;4,88;0,001;4,051;7,027;14,679;5,853;0,183;5,472
10;15;118;6027,294;100,002;0,506;5,256;4,33;0,001;3,985;6,221;11,6;9,972;0,205;4,883
12;15;11;1863,26;29;0,985;4,216;3,25;0,013;2,938;4,124;6,072;4,945;0,305;3,28
12;15;12;1886,26;23;1,034;4,281;3,69;0,013;2,212;3,225;4,906;5,413;0,388;2,575
12;15;13;1908,26;22;0,931;4,647;2,48;0,005;2,736;4,013;6,387;5,099;0,311;3,219
12;15;14;1931,261;23,001;0,898;4,477;3,47;0,006;2,915;3,964;5,861;4,835;0,315;3,178
12;15;15;1953,261;22;1,107;3,922;2,8;0,016;2,286;3,432;5,628;5,212;0,357;2,798
12;15;16;1976,261;23;0,98;4,127;4,75;0,016;2,287;3,288;5,214;5,13;0,368;2,719
12;15;17;2000,26;23,999;0,819;4,06;3,01;0,056;2,346;3,296;4,893;3,862;0,337;2,971
12;15;18;2018,262;18,002;0,916;4,039;2,72;0,056;2,563;3,441;4,855;4,024;0,33;3,034
12;15;19;2040,262;22;1,1;3,662;2,51;0,016;2,792;3,776;5,662;14,186;0,327;3,06
12;15;20;2064,262;24;1,116;3,744;2,43;0,021;2,175;3,158;4,829;4,801;0,387;2,585
12;15;21;2086,262;22;1,052;3,784;2,54;0,021;2,652;3,631;5,175;4,569;0,342;2,924
12;15;22;2107,262;21;1,04;3,684;1,79;0,057;2,016;2,89;4,59;4,258;0,386;2,589
12;15;23;2124,262;17;0,817;3,906;2,27;0,057;2,744;3,71;5,126;3,614;0,301;3,327
12;15;24;2145,262;21;0,886;4,348;2,9;0,057;2,375;3,379;4,797;4,257;0,34;2,943
12;15;25;2167,263;22,001;0,943;4,267;3,43;0,017;2,828;3,81;5,537;4,834;0,315;3,17
12;15;26;2188,262;20,999;0,809;4,46;2,47;0,044;3,06;4,194;5,992;4,019;0,275;3,638
12;15;27;2205,263;17,001;0,917;3,706;2,36;0,044;2,152;2,96;4,472;3,705;0,377;2,654
12;15;28;2224,263;19;0,922;3,85;2,7;0,012;2,739;3,743;5,474;4,203;0,334;2,995
12;15;29;2244,263;20;0,894;3,709;2,71;0,012;2,077;3,086;4,662;3,903;0,406;2,461
12;15;30;2266,264;22,001;0,842;4,022;2,7;-0,01;2,91;3,959;5,662;4,129;0;0
12;15;31;2294,264;28;1,044;3,557;2,08;0,013;2,411;3,263;4,857;4,187;0,377;2,65
12;15;32;2318,264;24;0,92;3,785;2,22;0,015;2,452;3,457;4,965;3,864;0,364;2,75
12;15;33;2337,264;19;0,773;4,336;3,04;0,015;2,445;3,454;5,358;3,884;0,353;2,834
12;15;34;2358,264;21;0,849;4,211;2,95;0,016;2,854;3,884;5,724;4,152;0,315;3,173
12;15;35;2379,264;21;0,963;3,591;3,05;0,016;2,203;3,003;4,492;8,093;0,406;2,466
12;15;36;2401,264;22;0,84;3,813;2,52;0,029;1,832;2,703;4,403;3,646;0,431;2,318
12;15;37;2419,265;18,001;0,947;3,576;2,1;0,029;1,748;2,603;3,878;7,481;0,465;2,152
12;15;38;2439,265;20;1,112;3,54;2,05;0,002;2,184;3,049;4,756;12,239;0,589;1,697
12;15;39;2459,264;19,999;0,943;3,494;3,59;0,012;2,454;3,365;4,877;3,957;0,371;2,693
12;15;40;2476,265;17,001;0,715;4,37;2,96;0,012;2,978;3,921;5,711;3,493;0,314;3,189
12;15;41;2500,265;24;0,696;4,269;2,13;0,032;2,924;3,868;5,178;3,222;0,309;3,239
12;15;42;2517,265;17;0,785;3,758;2,47;0,032;2,153;2,997;4,767;3,377;0,38;2,63
12;15;43;2537,266;20,001;0,801;3,94;2,48;0,016;2,185;2,933;4,405;3,536;0,409;2,444
12;15;44;2560,265;22,999;0,917;3,524;1,76;0,016;1,824;2,694;3,942;3,625;0,457;2,19
12;15;45;2577,266;17,001;0,693;4,453;2,48;0,011;2,644;3,642;5,447;3,454;0,333;3,006
12;15;46;2603,266;26;0,865;3,678;2,89;0,011;2,045;2,913;4,116;7,07;0,433;2,308
12;15;47;2621,267;18,001;0,708;3,69;3,46;0,01;1,908;2,835;4,212;3,125;0,439;2,279
12;15;48;2640,266;18,999;0,725;3,944;2,57;0,01;2,002;2,934;4,57;6,41;0,416;2,406
12;15;49;2661,266;21;0,91;3,734;3,24;-0,007;2,673;3,59;5,043;4,154;0;0
12;15;50;2685,267;24,001;0,861;3,826;3,09;-0,007;2,466;3,457;5,352;3,96;0;0
12;15;51;2713,267;28;0,7;3,72;2,08;0,027;1,972;2,857;4,504;2,898;0,406;2,462
12;15;52;2728,267;15;0,773;3,679;2,26;0,027;2,383;3,15;4,625;6,032;0,373;2,679
12;15;53;2750,268;22,001;0,794;3,972;2,78;0,008;2,515;3,376;4,956;3,683;0,362;2,766
12;15;54;2778,268;28;1,025;3,548;2,16;-0,006;1,856;2,678;4,196;15,511;0;0
12;15;55;2806,267;27,999;0,842;3,654;2,95;-0,01;2,048;2,947;4,566;3,862;0;0
12;15;56;2831,267;25;0,952;3,521;1,8;0,013;2,146;2,979;4,793;3,726;0,402;2,49
12;15;57;2855,268;24,001;0,732;4,109;2,84;0,013;1,871;2,73;4,687;3,598;0,434;2,303
12;15;58;2877,268;22;0,887;3,663;2,66;0,013;2,01;2,874;4,32;3,747;0,431;2,321
12;15;59;2902,268;25;0,647;4,589;3,59;0,01;3,157;4,23;5,97;3,415;0,297;3,362
12;15;60;2924,269;22,001;0,78;3,95;3,78;0,01;2,167;2,98;4,825;7,213;0,401;2,492
12;15;61;2946,269;22;0,613;5,133;4,64;-0,008;3,286;4,777;8,354;4,192;0;0
12;15;62;2980,269;34;0,828;3,741;3,75;-0,004;2,221;3,173;5,063;3,812;0;0
12;15;63;3006,27;26,001;0,767;4,631;3,51;-0,004;2,345;3,392;5,057;4,302;0;0
12;15;64;3033,269;26,999;0,814;3,966;2,71;0;1,744;2,693;4,491;3,823;0,468;2,135
12;15;65;3056,27;23,001;0,669;4,458;3,42;0,005;2,987;3,994;6,415;3,739;0,304;3,291
12;15;66;3090,27;34;0,901;3,722;2,57;0,005;2,738;3,623;4,985;7,812;0,349;2,868
12;15;67;3117,27;27;0,736;4,147;3,22;-0,013;2,846;3,968;6,175;3,972;0,326;3,065
12;15;68;3141,27;24;0,682;4,659;3,5;-0,007;2,567;3,536;5,675;3,882;0;0
12;15;69;3172,27;31;0,805;3,937;2,97;-0,007;2,583;3,52;5,133;3,754;0;0
12;15;70;3208,271;36,001;0,971;3,615;1,8;0,002;1,887;2,771;4,284;3,95;0,456;2,191
12;15;71;3240,271;32;0,818;3,866;2,82;0,002;2,35;3,263;5,375;3,792;0,376;2,663
12;15;72;3266,271;26;0,882;3,477;2,09;0,008;2,628;3,577;5,299;3,86;0,349;2,867
12;15;73;3290,271;24;0,854;3,712;2,26;0,01;2,826;3,783;5,127;7,533;0,471;2,124
12;15;74;3313,271;23;0,716;4,371;3,78;0,01;2,885;3,815;5,508;3,825;0,318;3,141
12;15;75;3336,272;23,001;0,608;4,675;2,98;0,008;3,011;4,021;7,424;3,403;0,287;3,481
12;15;76;3363,272;27;0,533;5,281;5,27;0,015;3,06;4,072;5,568;3,554;0,29;3,453
12;15;77;3390,272;27;0,637;4,104;3,33;0,015;2,727;3,617;5,047;3,074;0,34;2,939
12;15;78;3422,272;32;0,502;5,624;6;0,007;2,58;3,609;4,938;3,391;0,35;2,861
12;15;79;3448,273;26,001;0,678;4,289;5,21;-0,003;2,877;3,784;6,41;3,752;0,319;3,13
12;15;80;3476,273;28;0,661;3,782;2,2;0,026;2,26;3,315;4,926;5,664;0,529;1,889
12;15;81;3507,273;31;0,578;3,784;3,81;0,026;1,82;2,66;4,045;2,814;0,438;2,283
12;15;82;3541,273;34;0,864;3,754;2,91;-0,001;2,378;3,278;4,921;3,939;0;0
12;15;83;3566,274;25,001;0,618;4,435;7,05;-0,001;2,402;3,35;5,325;3,806;0,374;2,675
13;15;22;2934,269;57,001;0,859;6,06;3,17;0,018;4,148;5,353;7,092;6,494;0,237;4,217
13;15;23;3017,269;83;0,938;5,984;2,55;0,031;3,612;5,027;8,68;6,961;0,251;3,989
13;15;24;3076,27;59,001;0,899;5,613;3,69;0,031;3,228;4,46;6,286;5,707;0,278;3,597
13;15;25;3156,27;80;0,777;6,139;2,43;0,014;3,797;4,955;6,611;4,922;0,244;4,097
13;15;26;3226,271;70,001;0,668;6,523;5,1;0,004;3,823;5,063;7,762;5,816;0,251;3,977
13;15;27;3295,271;69;0,866;6,268;3,84;0,009;3,853;4,965;7,043;6,355;0,253;3,948
13;15;28;3337,272;42,001;0,869;5,51;3,18;0,009;2,906;3,982;5,862;12,056;0,311;3,217
13;15;29;3426,273;89,001;0,896;6,426;4,1;0,009;4,23;5,494;7,4;20,05;0,244;4,096
13;15;30;3542,273;116;0,897;5,263;3,42;0,009;3,74;4,854;6,662;5,91;0,264;3,795
13;15;31;3614,274;72,001;0,903;5,613;2,93;0,009;3,259;4,536;6,274;7,065;0,294;3,407
13;15;32;3688,274;74;0,785;5,885;3,55;0,004;3,076;4,455;6,891;6,075;0,293;3,413
13;15;33;3752,275;64,001;1,014;4,613;3,76;0,004;3,082;4,197;5,858;5,613;0,312;3,202
13;15;34;3884,277;132,002;0,896;5,745;3,86;-0,006;3,53;4,683;6,715;8,078;0;0
13;15;35;4004,277;120;0,902;5,317;3,8;-0,006;3,287;4,543;6,418;6,169;0;0
13;15;36;4090,278;86,001;0,964;5,346;3,78;0,008;3,538;4,955;7,067;6,925;0,272;3,674
13;15;37;4194,278;104;0,968;5,313;2,37;0,008;3,497;4,657;6,365;12,892;0,283;3,539
13;15;38;4271,279;77,001;0,922;5,39;2,99;0,002;3,605;4,801;6,557;5,976;0,277;3,612
13;15;39;4355,28;84,001;0,996;5,746;2,09;0,005;4,046;5,436;7,634;7,602;0,238;4,196
13;15;40;4417,28;62;0,994;5,299;3,3;0,005;3,686;5,025;6,872;12,763;0,33;3,03
13;15;41;4474,281;57,001;0,931;5,144;3,26;0,005;3,65;4,749;6,378;6,067;0,274;3,648
13;15;42;4560,282;86,001;0,988;5,07;2,26;0,006;2,91;3,97;5,667;6,298;0,324;3,088
13;15;43;4636,282;76;0,947;4,793;3,53;0,006;3,214;4,159;5,847;6,698;0,303;3,297
13;15;44;4756,284;120,002;1,059;5,21;2,82;0,006;3,673;4,747;6,509;6,258;0,276;3,625
13;15;45;4850,284;94;1,152;4,44;1,68;0,001;2,844;4,075;5,75;6,736;0,325;3,079
13;15;46;4913,285;63,001;0,983;5,342;2,29;0,001;3,681;4,809;6,855;6,951;0,265;3,781
13;15;47;5018,285;105;0,985;4,992;2,15;0,011;2,999;4,193;5,895;6,982;0,315;3,172
13;15;48;5091,285;73;0,915;5,308;2,51;0,012;3,361;4,583;6,27;6,607;0,299;3,347
13;15;49;5162,286;71,001;1,114;4,784;1,63;0,012;3,193;4,298;5,932;6,579;0,308;3,25
13;15;50;5282,288;120,002;1,012;4,817;2,59;0,01;2,861;4,099;6,057;6,358;0,312;3,21
13;15;51;5364,288;82;0,907;5,713;3,62;0,01;3,177;4,338;6,121;7,399;0,298;3,355
13;15;52;5449,289;85,001;1,106;4,978;3,24;0,005;3,258;4,442;6,272;7,49;0,302;3,307
13;15;53;5554,289;105;1,059;4,882;2,95;0,001;2,779;3,816;5,802;6,773;0,332;3,016
13;15;54;5630,291;76,002;0,8;6,311;5,13;0,001;4,411;5,607;7,609;6,634;0,234;4,28
13;15;55;5744,291;114;0,955;5,722;2,84;0,001;3,764;4,85;6,545;14,77;0,268;3,732
13;15;56;5859,292;115,001;0,841;5,419;3,96;-0,002;3,659;4,855;6,882;5,654;0,267;3,748
13;15;57;5978,293;119,001;0,956;4,985;3,65;-0,004;3,373;4,56;6,367;6,786;0;0
13;15;58;6054,293;76;0,91;5,153;3,22;-0,004;3,519;4,66;6,432;6,864;0;0
13;15;59;6199,295;145,002;0,934;5,562;3,67;0,018;2,987;4,23;5,897;5,871;0,302;3,313
13;15;60;6250,295;51;0,793;6,036;4,77;0,018;4,085;5,263;7,214;6,251;0,249;4,012
13;15;61;6322,296;72,001;0,858;5,061;4,07;0,018;3,655;5,081;7,106;5,511;0,25;3,998
13;15;62;6433,296;111;0,848;5,414;4,21;0,005;3,059;4,337;5,983;6,559;0,302;3,316
13;15;63;6535,297;102,001;0,758;6,236;2,88;0,028;3,61;4,758;6,975;5,561;0,269;3,715
13;15;64;6580,298;45,001;0,824;5,891;3,4;0,028;4,347;5,885;8,718;5,89;0,209;4,794
13;15;65;6646,298;66;1,13;5,352;1,97;0,01;3,589;4,874;6,796;7,671;0,269;3,713
13;15;66;6732,299;86,001;0,935;5,016;6,17;0,005;3,222;4,43;6,235;7,024;0,294;3,404
13;15;67;6831,3;99,001;0,992;5,05;3,29;0,005;3,567;4,651;6,426;13,753;0,327;3,061
13;15;68;6926,3;95;0,972;5,419;4,57;0,005;3,697;4,781;6,689;7,481;0,267;3,748
